OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Shape__Area,Shape__Length,ID,sourceCountry,ENRICH_FID,aggregationMethod,HasData,MALES_CY,FEMALES_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,TOTHH_CY,AVGHHSZ_CY,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol,Shape__Area_2,Shape__Length_2
71,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,71,Côn Đảo,VN.BV.CO,,,Huyện,District,,Con Dao,0.00668232,1.12272922,70,VN,71,BlockApportionment:VN.Districts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,4.4966102304e-05,4.4966102304e-05,0.006422736590991,0.919908902390413
72,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,72,Châu Đức,VN.BV.CC,,,Huyện,District,,Chau Duc,0.03508476,1.24412761,71,VN,72,BlockApportionment:VN.Districts,1,77094,75609,19955,19371,17466,11181,7637,21668,21269,17346,11322,5489,41623,40639,34812,22503,13126,37028,4.1,72,0,4.4966102304e-05,4.4966102304e-05,0.035083892014654,1.23972485561652
73,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,73,Long Điền,VN.BV.LD,,,Huyện,District,,Long Dien,0.00630852,0.58031974,72,VN,73,BlockApportionment:VN.Districts,1,67923,68021,18028,19420,16169,9479,4924,19294,19992,16997,8462,3178,37322,39412,33166,17941,8102,33987,4,73,0,4.4966102304e-05,4.4966102304e-05,0.0063087891225,0.579860004026136
74,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,74,Tân Thành,VN.BV.TT,,,Huyện,District,,Tan Thanh,0.02616456,1.80448879,73,VN,74,BlockApportionment:VN.Districts,1,73484,69204,17137,21338,15801,9381,5547,18914,23883,17633,9054,3999,36052,45221,33434,18435,9546,36385,3.9,74,0,4.4966102304e-05,4.4966102304e-05,0.026057577817824,1.69980004840625
75,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,75,Vũng Tàu,VN.BV.VT,,,Huyện,District,,Vung Tau,0.00987931,1.38959742,74,VN,75,BlockApportionment:VN.Districts,1,159106,165774,35450,49456,43788,25341,11739,38821,43738,43372,25424,7751,74271,93194,87160,50765,19489,87734,3.7,75,0,4.4966102304e-05,4.4966102304e-05,0.009799340662084,1.29750661070212
76,250,VNM,Vietnam,8,Bà Rịa - Vũng Tàu,76,Xuyên Mộc,VN.BV.XM,,,Huyện,District,,Xuyen Moc,0.05261515,1.25649218,75,VN,76,BlockApportionment:VN.Districts,1,73924,71679,20756,18473,16536,10068,5846,22155,20707,16465,10367,4230,42911,39179,33001,20435,10076,36205,4,76,0,4.4966102304e-05,4.4966102304e-05,0.052615418131836,1.25456672436171
77,250,VNM,Vietnam,9,Bình Định,77,An Lão,VN.BD.AL,,,Huyện,District,,An Lao,0.05845998,1.56888692,76,VN,77,BlockApportionment:VN.Districts,1,12362,12661,3466,3634,2482,1783,1296,3624,3775,2521,1586,857,7090,7409,5003,3369,2153,6685,3.7,77,0,4.4966102304e-05,4.4966102304e-05,0.058459725978196,1.56838105785687
78,250,VNM,Vietnam,9,Bình Định,78,An Nhơn,VN.BD.AN,,,Huyện,District,,An Nhon,0.02046687,1.02534656,77,VN,78,BlockApportionment:VN.Districts,1,90756,96422,23757,20984,24319,13439,13923,25485,21657,23923,10749,8942,49242,42641,48242,24189,22865,50507,3.7,78,0,4.4966102304e-05,4.4966102304e-05,0.020466792669822,1.0247584359735
79,250,VNM,Vietnam,9,Bình Định,79,Hoài Ân,VN.BD.HA,,,Huyện,District,,Hoai an,0.06307134,1.5154281,78,VN,79,BlockApportionment:VN.Districts,1,44144,44830,11614,10410,9856,6616,6334,12559,12049,10036,5788,3711,24173,22459,19892,12405,10044,24201,3.7,79,0,4.4966102304e-05,4.4966102304e-05,0.063070842277853,1.51496844408976
80,250,VNM,Vietnam,9,Bình Định,80,Hoài Nhơn,VN.BD.HN,,,Huyện,District,,Hoai Nhon,0.03508712,1.27197809,79,VN,80,BlockApportionment:VN.Districts,1,103612,109677,26989,24014,25120,16961,16593,28718,26050,25543,14223,9079,55706,50064,50663,31185,25672,57190,3.7,80,0,4.4966102304e-05,4.4966102304e-05,0.035065559167037,1.24280256625102
81,250,VNM,Vietnam,9,Bình Định,81,Phù Cát,VN.BD.PC,,,Huyện,District,,Phu Cat,0.05643818,1.70921459,80,VN,81,BlockApportionment:VN.Districts,1,93069,96764,26350,22327,21831,13294,12963,28304,24175,21697,10855,8038,54654,46501,43528,24149,21002,48883,3.9,81,0,4.4966102304e-05,4.4966102304e-05,0.056438919005586,1.70840346617325
82,250,VNM,Vietnam,9,Bình Định,82,Phù Mỹ,VN.BD.PM,,,Huyện,District,,Phu My,0.0455478,1.32178961,81,VN,82,BlockApportionment:VN.Districts,1,85737,89325,22716,20844,19631,13472,12662,24788,23145,19543,11241,7020,47504,43989,39175,24713,19682,45064,3.9,82,0,4.4966102304e-05,4.4966102304e-05,0.045526770213883,1.28917167874227
83,250,VNM,Vietnam,9,Bình Định,83,Qui Nhơn,VN.BD.QN,,,Than Pho,City,,Quy Nhon |Qui Nhon,0.01634118,1.38760584,82,VN,83,BlockApportionment:VN.Districts,1,139070,147107,30998,45519,35774,19623,15194,33906,41932,35190,17757,10285,64903,87451,70964,37380,25479,76296,3.8,83,0,4.4966102304e-05,4.4966102304e-05,0.016271317842552,1.28319217557053
84,250,VNM,Vietnam,9,Bình Định,84,Tây Sơn,VN.BD.TS,,,Huyện,District,,Tay Son,0.05967356,1.43280288,83,VN,84,BlockApportionment:VN.Districts,1,62614,65488,16193,14504,16117,9690,8983,17637,15357,15858,7898,5865,33830,29861,31975,17588,14849,36434,3.5,84,0,4.4966102304e-05,4.4966102304e-05,0.059672894665141,1.4323149357927
85,250,VNM,Vietnam,9,Bình Định,85,Tuy Phước,VN.BD.TP,,,Huyện,District,,Tuy Phuoc,0.02306251,1.54738767,84,VN,85,BlockApportionment:VN.Districts,1,95436,99339,24773,23925,24538,13377,12727,27169,25188,24255,11053,7771,51942,49113,48792,24430,20498,52377,3.7,85,0,4.4966102304e-05,4.4966102304e-05,0.023063413768455,1.54657844320355
86,250,VNM,Vietnam,9,Bình Định,86,Vĩnh Thạnh,VN.BD.VT,,,Huyện,District,,Vinh Thanh,0.0583907,1.42680641,85,VN,86,BlockApportionment:VN.Districts,1,14757,15142,4068,4243,3088,2106,1636,4236,4282,3170,1906,1163,8305,8525,6258,4012,2799,8148,3.7,86,0,4.4966102304e-05,4.4966102304e-05,0.058391705453005,1.42624917204065
87,250,VNM,Vietnam,9,Bình Định,87,Van Canh,VN.BD.VC,,,Huyện,District,,,0.06711445,1.26184707,86,VN,87,BlockApportionment:VN.Districts,1,12746,13051,3851,3785,2803,1424,1188,4021,3704,2828,1245,949,7872,7489,5631,2669,2137,6962,3.7,87,0,4.4966102304e-05,4.4966102304e-05,0.06711465484932,1.26146992579316
88,250,VNM,Vietnam,10,Bình Dương,88,Bến Cát,VN.BI.BC,,,Huyện,District,,Ben Cat,0.0480096,1.422422,87,VN,88,BlockApportionment:VN.Districts,1,119013,123529,22019,52304,26505,14647,8054,23765,47575,28931,13627,5115,45785,99879,55435,28274,13170,76906,3.2,88,0,4.4966102304e-05,4.4966102304e-05,0.048008361371217,1.42190073508926
89,250,VNM,Vietnam,10,Bình Dương,89,Dau Tieng,VN.BI.DT,,,Huyện,District,,,0.05977259,1.56077301,88,VN,89,BlockApportionment:VN.Districts,1,67135,66825,15732,19587,15138,10530,5838,17279,20753,15880,9425,3798,33010,40340,31019,19954,9637,36861,3.6,89,0,4.4966102304e-05,4.4966102304e-05,0.059772796835773,1.55938285927497
90,250,VNM,Vietnam,10,Bình Dương,90,Di An,VN.BI.DA,,,Huyện,District,,,0.00491145,0.46776436,89,VN,90,BlockApportionment:VN.Districts,1,184823,206709,30923,112122,40438,16113,7113,33403,85404,47263,14423,4329,64326,197527,87701,30536,11442,124843,3.1,90,0,4.4966102304e-05,4.4966102304e-05,0.004911426636795,0.467445990773171
91,250,VNM,Vietnam,10,Bình Dương,91,Phú Giáo,VN.BI.PG,,,Huyện,District,,Phu Giao,0.04451906,1.57651968,90,VN,91,BlockApportionment:VN.Districts,1,57485,50293,12652,14565,11879,7389,3808,13782,20098,14018,7098,2489,26434,34663,25897,14487,6297,26219,4.1,91,0,4.4966102304e-05,4.4966102304e-05,0.044518131899508,1.57617478856767
92,250,VNM,Vietnam,10,Bình Dương,92,Tân Uyên,VN.BI.TU,,,Huyện,District,,Tan Uyen,0.05070779,1.42241861,91,VN,92,BlockApportionment:VN.Districts,1,124661,126091,23021,50949,27965,15543,8613,25050,49537,30689,13881,5505,48070,100486,58654,29424,14117,75129,3.3,92,0,4.4966102304e-05,4.4966102304e-05,0.050708364687807,1.42200896234746
93,250,VNM,Vietnam,10,Bình Dương,93,Thủ Dầu Một,VN.BI.TD,,,Huyện,District,,Thu Dau Mot,0.00727938,0.4648283,92,VN,93,BlockApportionment:VN.Districts,1,149789,164328,28702,62839,37210,23041,12536,31372,52738,37800,20182,7697,60074,115578,75010,43223,20233,94603,3.3,93,0,4.4966102304e-05,4.4966102304e-05,0.007279641770538,0.464776692506744
94,250,VNM,Vietnam,10,Bình Dương,94,Thuận An,VN.BI.TA,,,Huyện,District,,Thuan An,0.00691607,0.50284641,93,VN,94,BlockApportionment:VN.Districts,1,229632,261403,30941,147537,51215,22247,9462,33641,115398,55384,19623,5586,64582,262935,106599,41870,15048,177827,2.8,94,0,4.4966102304e-05,4.4966102304e-05,0.006916302257764,0.50273323169657
95,250,VNM,Vietnam,11,Bình Phước,95,Đồng Phù,VN.BP.DP,,,Huyện,District,,Dong Phu,0.0779023,2.33217977,94,VN,95,BlockApportionment:VN.Districts,1,47419,47361,13560,13739,10852,6278,2932,14070,13998,11207,5984,2161,27630,27736,22059,12262,5093,23987,4,95,0,4.4966102304e-05,4.4966102304e-05,0.07790207769176,2.33187859323732
96,250,VNM,Vietnam,11,Bình Phước,96,Bình Long,VN.BP.BL,,,Huyện,District,,Binh Long,0.06391852,1.53230772,95,VN,96,BlockApportionment:VN.Districts,1,79160,80293,21317,22672,17883,12435,5985,21905,24046,17659,11346,4205,43222,46718,35542,23781,10190,39886,4,96,0,4.4966102304e-05,4.4966102304e-05,0.063918358418846,1.53185323148065
97,250,VNM,Vietnam,11,Bình Phước,97,Bù Đăng,VN.BP.BD,,,Huyện,District,,Bu Dang,0.12393138,2.1450615,96,VN,97,BlockApportionment:VN.Districts,1,71853,71713,23358,20405,16001,8192,3757,23693,20795,16692,7935,2738,47051,41200,32693,16127,6495,34082,4.2,97,0,4.4966102304e-05,4.4966102304e-05,0.123931381891452,2.14488601287258
98,250,VNM,Vietnam,11,Bình Phước,98,Bu Dop,VN.BP.BP,,,Huyện,District,,,0.0316044,1.17367044,97,VN,98,BlockApportionment:VN.Districts,1,28773,28002,8025,8167,6464,3775,1572,8550,8782,6692,3650,1100,16574,16949,13156,7425,2671,14151,4,98,0,4.4966102304e-05,4.4966102304e-05,0.031604864547717,1.17353292340898
99,250,VNM,Vietnam,11,Bình Phước,99,Chơn Thành,VN.BP.CT,,,Huyện,District,,Chon Thanh,0.03427181,1.07334643,98,VN,99,BlockApportionment:VN.Districts,1,38276,38685,9784,11594,8844,5730,2733,10292,11813,9110,5126,1934,20076,23407,17954,10856,4668,20639,3.7,99,0,4.4966102304e-05,4.4966102304e-05,0.034272156108045,1.07326930261314
100,250,VNM,Vietnam,11,Bình Phước,100,Dong Xoai,VN.BP.DX,,,Thi xa,Township,,,0.01319385,0.71870767,99,VN,100,BlockApportionment:VN.Districts,1,40289,42476,10894,14497,9545,5077,2463,11400,12390,9765,5065,1669,22293,26887,19310,10142,4132,21830,3.8,100,0,4.4966102304e-05,4.4966102304e-05,0.013193995425013,0.718584304365336
101,250,VNM,Vietnam,11,Bình Phước,101,Lộc Ninh,VN.BP.LN,,,Huyện,District,,Loc Ninh,0.07119428,1.5175198,100,VN,101,BlockApportionment:VN.Districts,1,60079,60599,16854,16589,13619,9159,4378,17157,17634,13777,8425,3085,34011,34223,27396,17585,7463,31083,3.9,101,0,4.4966102304e-05,4.4966102304e-05,0.071195402055991,1.51731949620129
102,250,VNM,Vietnam,11,Bình Phước,102,Phước Long,VN.BP.PL,,,Huyện,District,,Phuoc Long,0.15567012,3.01699254,101,VN,102,BlockApportionment:VN.Districts,1,109724,110389,33419,32103,23897,13877,7092,34213,32677,24661,13193,4980,67632,64780,48559,27070,12072,52800,4.2,102,0,4.4966102304e-05,4.4966102304e-05,0.155669988403133,3.01680357402125
103,250,VNM,Vietnam,12,Bình Thuận,103,Đức Linh,VN.BU.DL,,,Huyện,District,,Duc Linh,0.04515039,1.37560156,102,VN,103,BlockApportionment:VN.Districts,1,66581,66159,18853,17087,14932,8929,6359,19594,18917,15085,8403,4581,38447,36004,30017,17331,10940,32633,4.1,103,0,4.4966102304e-05,4.4966102304e-05,0.045149595792395,1.37402504764731
104,250,VNM,Vietnam,12,Bình Thuận,104,Bắc Bình,VN.BU.BB,,,Huyện,District,,Bac Binh,0.15461489,2.19240842,103,VN,104,BlockApportionment:VN.Districts,1,63236,61985,18237,16604,13596,8139,5410,19357,18836,14334,7242,3467,37593,35439,27930,15381,8877,29942,4.2,104,0,4.4966102304e-05,4.4966102304e-05,0.154615603762522,2.19082500945519
105,250,VNM,Vietnam,12,Bình Thuận,105,Hàm Tân,VN.BU.HT,,,Huyện,District,,Ham Tan,0.06080265,1.25807583,104,VN,105,BlockApportionment:VN.Districts,1,37499,36687,10967,9577,8221,4676,3246,11781,10497,8497,4495,2230,22747,20074,16718,9171,5476,18058,4.1,105,0,4.4966102304e-05,4.4966102304e-05,0.06080331982173,1.25763689843964
106,250,VNM,Vietnam,12,Bình Thuận,106,Hàm Thuận Bắc,VN.BU.HB,,,Huyện,District,,Ham Thuan Bac,0.11109103,1.93683547,105,VN,106,BlockApportionment:VN.Districts,1,87922,87637,24254,24812,19176,11254,8141,25994,26660,20522,9619,5126,50248,51472,39698,20873,13267,43544,4,106,0,4.4966102304e-05,4.4966102304e-05,0.111091381547567,1.93624402372003
107,250,VNM,Vietnam,12,Bình Thuận,107,Hàm Thuận Nam,VN.BU.HN,,,Huyện,District,,Ham Thuan Nam,0.08766147,1.79729952,106,VN,107,BlockApportionment:VN.Districts,1,53211,51985,14849,14705,11390,6669,4371,15627,16414,12143,5942,3084,30476,31120,23533,12611,7455,24675,4.3,107,0,4.4966102304e-05,4.4966102304e-05,0.087651103168696,1.7847442478773
108,250,VNM,Vietnam,12,Bình Thuận,108,La Gi,,,,Huyện,District,,,0.01520414,0.68088076,107,VN,108,BlockApportionment:VN.Districts,1,54271,54043,15155,14539,12686,7191,4472,16085,15656,13221,6253,3056,31240,30194,25908,13444,7528,26046,4.2,108,0,4.4966102304e-05,4.4966102304e-05,0.015198238519815,0.67181761473314
109,250,VNM,Vietnam,12,Bình Thuận,109,Phan Thiết,VN.BU.PT,,,Than Pho,City,,Phan Thiet,0.0174671,1.20405927,108,VN,109,BlockApportionment:VN.Districts,1,111646,116924,26601,33835,27684,18178,10626,28960,33143,27794,15038,6712,55561,66978,55478,33216,17338,56856,4,109,0,4.4966102304e-05,4.4966102304e-05,0.017463742860628,1.19638771098483
110,250,VNM,Vietnam,12,Bình Thuận,110,Phú Quý,VN.BU.PQ,,,Huyện,Island,,Phu Qui|Phu Quy,0.00154872,0.26830604,109,VN,110,BlockApportionment:VN.Districts,1,13272,12692,4068,3727,2836,1059,1002,4548,4037,3016,758,913,8616,7764,5852,1817,1915,5706,4.6,110,0,4.4966102304e-05,4.4966102304e-05,0.001473988168868,0.188869970463001
111,250,VNM,Vietnam,12,Bình Thuận,111,Tanh Linh,VN.BU.TL,,,Huyện,District,,,0.09924703,1.78757264,110,VN,111,BlockApportionment:VN.Districts,1,54923,53249,16009,14257,11669,6830,4484,17033,15987,12194,6543,3167,33042,30244,23862,13373,7651,26004,4.2,111,0,4.4966102304e-05,4.4966102304e-05,0.099247729974763,1.78695344176364
112,250,VNM,Vietnam,12,Bình Thuận,112,Tuy Phong,VN.BU.TP,,,Huyện,District,,,0.06408951,1.68018521,111,VN,112,BlockApportionment:VN.Districts,1,71199,71182,20109,19979,16553,8784,5757,21378,22026,16811,7021,3963,41487,42005,33364,15805,9720,32289,4.4,112,0,4.4966102304e-05,4.4966102304e-05,0.064005295272409,1.62020130874141
113,250,VNM,Vietnam,13,Bạc Liêu,113,Đông Hải,VN.BL.DH,,,Huyện,District,,Dong Hai,0.04314923,1.0376237,112,VN,113,BlockApportionment:VN.Districts,1,72736,70685,16954,22993,15116,10294,5328,18436,25042,15005,10351,3902,35390,48034,30121,20645,9231,32264,4.4,113,0,4.4966102304e-05,4.4966102304e-05,0.043149368749084,1.0371820525288
114,250,VNM,Vietnam,13,Bạc Liêu,114,Bạc Liêu,VN.BL.BL,,,Thi xa,Township,,Bac Lieu,0.0122301,0.61014074,113,VN,114,BlockApportionment:VN.Districts,1,74938,76709,15278,23372,18316,12846,6897,17188,23584,18047,10930,5188,32466,46956,36363,23776,12085,34334,4.4,114,0,4.4966102304e-05,4.4966102304e-05,0.012230098260375,0.609669421943174
115,250,VNM,Vietnam,13,Bạc Liêu,115,Giá Rai,VN.BL.GR,,,Huyện,District,,Gia Rai,0.02920094,0.91425175,114,VN,115,BlockApportionment:VN.Districts,1,76196,75960,17568,23715,17127,11501,6050,18951,25381,16361,10987,4515,36519,49096,33488,22488,10565,34143,4.5,115,0,4.4966102304e-05,4.4966102304e-05,0.029201548386368,0.913787513753378
116,250,VNM,Vietnam,13,Bạc Liêu,116,Hồng Dân,VN.BL.HD,,,Huyện,District,,Hong Dan,0.03502708,1.23216295,115,VN,116,BlockApportionment:VN.Districts,1,54124,52506,12150,16703,11377,7837,4439,13387,18716,11328,7301,3391,25537,35420,22705,15138,7831,24467,4.4,116,0,4.4966102304e-05,4.4966102304e-05,0.035026597991816,1.23145468411877
117,250,VNM,Vietnam,13,Bạc Liêu,117,Hòa Bình,,,,Thi xa,Township,,Hoa Binh,0.02800829,0.97865129,116,VN,117,BlockApportionment:VN.Districts,1,54922,53724,12620,16756,11800,8313,4235,13788,18109,12171,7633,3221,26408,34865,23971,15946,7456,24665,4.4,117,0,4.4966102304e-05,4.4966102304e-05,0.028008387950365,0.978051083443216
118,250,VNM,Vietnam,13,Bạc Liêu,118,Phước Long,VN.BL.PL,,,Huyện,District,,Phuoc Long,0.03426164,0.94441531,117,VN,118,BlockApportionment:VN.Districts,1,62260,60265,13796,19488,13234,8826,4921,15253,21758,13205,8535,3510,29049,41246,26439,17361,8431,28293,4.3,118,0,4.4966102304e-05,4.4966102304e-05,0.03426126094655,0.944178507346839
119,250,VNM,Vietnam,13,Bạc Liêu,119,Vĩnh Lợi,VN.BL.VL,,,Huyện,District,,Vinh Loi,0.02069328,1.12733962,118,VN,119,BlockApportionment:VN.Districts,1,53430,53231,12477,16598,11636,8015,4505,13463,17555,12060,7226,3126,25940,34153,23696,15240,7631,23454,4.5,119,0,4.4966102304e-05,4.4966102304e-05,0.020692426555001,1.12594962903714
120,250,VNM,Vietnam,14,Bắc Giang,120,Bắc Giang,VN.BG.BG,,,Thi xa,Township,,Bac Giang,0.00276656,0.28512673,119,VN,120,BlockApportionment:VN.Districts,1,74345,77815,16983,20079,17572,14196,8985,18193,19255,16981,13252,6664,35176,39334,34552,27449,15650,42032,3.6,120,0,4.4966102304e-05,4.4966102304e-05,0.002766409955711,0.285045513476443
121,250,VNM,Vietnam,14,Bắc Giang,121,Hiệp Hòa,VN.BG.HH,,,Huyện,District,,Hiep Hoa,0.01794526,0.83636354,120,VN,121,BlockApportionment:VN.Districts,1,111211,113457,27669,29054,24945,18583,13205,30303,30534,24953,16720,8701,57973,59588,49898,35303,21907,56987,3.9,121,0,4.4966102304e-05,4.4966102304e-05,0.017944331815215,0.836030526699964
122,250,VNM,Vietnam,14,Bắc Giang,122,Lục Nam,VN.BG.LM,,,Huyện,District,,Luc Nam,0.0527534,1.70589831,121,VN,122,BlockApportionment:VN.Districts,1,104808,104766,24003,31224,23183,16384,9972,26218,33270,23630,15090,6600,50221,64494,46814,31474,16572,54822,3.8,122,0,4.4966102304e-05,4.4966102304e-05,0.052752928857217,1.70495505289127
123,250,VNM,Vietnam,14,Bắc Giang,123,Lục Ngạn,VN.BG.LN,,,Huyện,District,,Luc Ngan,0.0897805,1.6934778,122,VN,123,BlockApportionment:VN.Districts,1,110725,108362,29793,34190,22654,14450,7274,32020,36808,23784,13202,4911,61813,70998,46438,27653,12186,52307,4.2,123,0,4.4966102304e-05,4.4966102304e-05,0.089780471423637,1.69287376699716
124,250,VNM,Vietnam,14,Bắc Giang,124,Lạng Giang,VN.BG.LG,,,Huyện,District,,Lang Giang,0.02179399,0.92728405,123,VN,124,BlockApportionment:VN.Districts,1,98917,100342,22231,26420,23351,17262,11078,23815,28053,23443,16052,7554,46046,54473,46794,33314,18632,55486,3.6,124,0,4.4966102304e-05,4.4966102304e-05,0.021793836285724,0.926657761392401
125,250,VNM,Vietnam,14,Bắc Giang,125,Sơn Động,VN.BG.SD,,,Huyện,District,,Son Dong,0.07489447,1.5474626,124,VN,125,BlockApportionment:VN.Districts,1,37195,36188,9213,10946,8049,5016,2964,9628,12339,8617,4630,1982,18840,23285,16666,9646,4946,17625,4.2,125,0,4.4966102304e-05,4.4966102304e-05,0.074894331817177,1.54684509606651
126,250,VNM,Vietnam,14,Bắc Giang,126,Tân Yên,VN.BG.TY,,,Huyện,District,,Tan Yen,0.01819483,0.78955589,125,VN,126,BlockApportionment:VN.Districts,1,84659,86582,19523,22216,19841,15093,9909,21295,23216,19458,13949,6741,40817,45431,39299,29042,16651,47832,3.6,126,0,4.4966102304e-05,4.4966102304e-05,0.018194811776311,0.789250612930014
127,250,VNM,Vietnam,14,Bắc Giang,127,Việt Yên,VN.BG.VY,,,Huyện,District,,Viet Yen,0.01486658,0.73048081,126,VN,127,BlockApportionment:VN.Districts,1,83531,86282,19003,25084,18555,13786,9854,20846,24926,18615,12629,6514,39850,50010,37170,26415,16368,45012,3.8,127,0,4.4966102304e-05,4.4966102304e-05,0.014866534533667,0.730311996302372
128,250,VNM,Vietnam,14,Bắc Giang,128,Yên Dũng,VN.BG.YD,,,Huyện,District,,Yen Dung,0.01904021,0.82396363,127,VN,128,BlockApportionment:VN.Districts,1,68534,70718,15230,18597,15879,12243,8769,16415,19576,15725,11099,5719,31645,38173,31604,23341,14489,38204,3.6,128,0,4.4966102304e-05,4.4966102304e-05,0.019040863333203,0.823783056306904
129,250,VNM,Vietnam,14,Bắc Giang,129,Yên Thế,VN.BG.YT,,,Huyện,District,,Yen The,0.02674315,1.06890795,128,VN,129,BlockApportionment:VN.Districts,1,49367,49664,11839,12869,11657,8412,4888,12448,13663,11936,8050,3270,24286,26532,23593,16461,8158,28040,3.5,129,0,4.4966102304e-05,4.4966102304e-05,0.026743183233748,1.06828077813916
130,250,VNM,Vietnam,15,Bắc Kạn,130,Ba Bể,VN.BK.BB,,,Huyện,District,,Ba Be,0.05635398,1.4055583,129,VN,130,BlockApportionment:VN.Districts,1,25188,25212,6446,7012,5899,3513,2343,6630,7920,5885,3168,1585,13076,14931,11784,6681,3928,11770,4.3,130,0,4.4966102304e-05,4.4966102304e-05,0.05635359397661,1.40533290397821
131,250,VNM,Vietnam,15,Bắc Kạn,131,Bac Kan,VN.BK.BK,,,Thi xa,Township,,Bac Kan,0.01199856,0.60735006,130,VN,131,BlockApportionment:VN.Districts,1,19200,20349,4076,6423,4918,3105,1826,4387,5195,5071,3234,1313,8464,11618,9989,6339,3139,12000,3.3,131,0,4.4966102304e-05,4.4966102304e-05,0.011998954263845,0.607329537455356
132,250,VNM,Vietnam,15,Bắc Kạn,132,Bạch Thông,VN.BK.BT,,,Huyện,District,,Bach Thong,0.04786911,1.44795637,131,VN,132,BlockApportionment:VN.Districts,1,16434,15978,3403,4199,4042,2580,1753,3612,5018,4186,2463,1154,7015,9218,8228,5044,2907,8504,3.8,132,0,4.4966102304e-05,4.4966102304e-05,0.047868525083231,1.44790466536421
133,250,VNM,Vietnam,15,Bắc Kạn,133,Chợ Đồn,VN.BK.CD,,,Huyện,District,,Cho Don,0.08039518,1.74336588,132,VN,133,BlockApportionment:VN.Districts,1,26155,25202,5696,6639,6292,3902,2672,5964,7916,6737,3666,1872,11659,14555,13030,7568,4544,13437,3.8,133,0,4.4966102304e-05,4.4966102304e-05,0.080395729516113,1.74242535246096
134,250,VNM,Vietnam,15,Bắc Kạn,134,Chợ Mới,VN.BK.CM,,,Huyện,District,,Cho Moi,0.05257762,1.51889519,133,VN,134,BlockApportionment:VN.Districts,1,19876,19450,4458,5487,4684,2990,1831,4654,6295,4838,2819,1269,9112,11782,9522,5810,3100,10231,3.8,134,0,4.4966102304e-05,4.4966102304e-05,0.052578246796202,1.51844802115788
